samp_id,label
1,6
2,5
3,17
4,0
5,17
6,21
7,10
8,14
9,17
10,7
11,8
12,8
13,22
14,4
15,7
16,4
17,22
18,0
19,7
20,7
21,2
22,0
23,20
24,4
25,10
26,15
27,2
28,15
29,7
30,5
31,7
32,8
33,13
34,6
35,3
36,22
37,4
38,3
39,8
40,2
41,15
42,23
43,8
44,23
45,14
46,5
47,10
48,13
49,23
50,13
51,3
52,22
53,3
54,5
55,16
56,16
57,21
58,4
59,6
60,22
61,10
62,13
63,11
64,22
65,2
66,10
67,1
68,4
69,18
70,4
71,20
72,12
73,8
74,4
75,17
76,3
77,15
78,11
79,2
80,2
81,20
82,2
83,7
84,21
85,23
86,7
87,12
88,24
89,8
90,14
91,2
92,1
93,7
94,6
95,8
96,5
97,0
98,0
99,19
100,21
101,8
102,13
103,2
104,20
105,16
106,1
107,15
108,14
109,23
110,12
111,4
112,5
113,0
114,24
115,2
116,6
117,2
118,24
119,17
120,3
121,4
122,8
123,8
124,4
125,12
126,8
127,6
128,22
129,4
130,15
131,11
132,21
133,2
134,18
135,23
136,23
137,4
138,21
139,22
140,3
141,15
142,18
143,7
144,10
145,21
146,6
147,1
148,6
149,20
150,5
151,4
152,5
153,22
154,5
155,14
156,23
157,2
158,10
159,7
160,5
161,2
162,5
163,8
164,4
165,18
166,23
167,13
168,3
169,6
170,8
171,13
172,15
173,4
174,8
175,1
176,17
177,18
178,7
179,22
180,1
181,13
182,16
183,8
184,23
185,2
186,7
187,8
188,8
189,1
190,12
191,23
192,3
193,0
194,23
195,0
196,15
197,13
198,5
199,16
200,1
201,7
202,6
203,8
204,1
205,23
206,0
207,24
208,23
209,20
210,14
211,3
212,16
213,14
214,13
215,12
216,7
217,3
218,15
219,4
220,10
221,13
222,15
223,5
224,6
225,10
226,1
227,2
228,15
229,24
230,8
231,4
232,6
233,5
234,19
235,5
236,1
237,21
238,5
239,23
240,24
241,10
242,7
243,19
244,12
245,5
246,1
247,8
248,4
249,10
250,22
251,16
252,1
253,24
254,12
255,24
256,1
257,22
258,6
259,4
260,23
261,17
262,4
263,3
264,13
265,16
266,8
267,19
268,17
269,14
270,6
271,10
272,24
273,20
274,24
275,7
276,4
277,10
278,6
279,0
280,15
281,13
282,2
283,6
284,24
285,6
286,14
287,12
288,18
289,20
290,17
291,6
292,1
293,24
294,1
295,17
296,2
297,23
298,12
299,23
300,8
301,12
302,13
303,2
304,12
305,1
306,4
307,4
308,8
309,21
310,0
311,0
312,0
313,21
314,17
315,22
316,16
317,2
318,23
319,2
320,3
321,23
322,4
323,2
324,5
325,5
326,21
327,11
328,2
329,15
330,12
331,7
332,3
333,1
334,7
335,17
336,8
337,12
338,17
339,13
340,17
341,20
342,13
343,1
344,8
345,23
346,3
347,18
348,15
349,6
350,4
351,1
352,24
353,2
354,8
355,4
356,11
357,6
358,1
359,4
360,6
361,24
362,3
363,12
364,20
365,1
366,6
367,21
368,23
369,11
370,23
371,2
372,15
373,17
374,23
375,2
376,24
377,19
378,15
379,10
380,0
381,13
382,7
383,20
384,18
385,13
386,0
387,23
388,21
389,5
390,20
391,4
392,22
393,17
394,14
395,12
396,8
397,23
398,20
399,7
400,12
401,22
402,0
403,7
404,4
405,10
406,12
407,4
408,1
409,22
410,14
411,20
412,20
413,17
414,12
415,24
416,11
417,1
418,10
419,22
420,7
421,16
422,1
423,15
424,8
425,24
426,17
427,0
428,7
429,19
430,6
431,22
432,18
433,1
434,2
435,14
436,21
437,12
438,18
439,1
440,15
441,22
442,6
443,22
444,15
445,23
446,13
447,5
448,22
449,1
450,18
451,18
452,17
453,14
454,18
455,22
456,0
457,6
458,20
459,18
460,11
461,7
462,3
463,17
464,12
465,0
466,4
467,1
468,6
469,19
470,10
471,8
472,12
473,0
474,20
475,14
476,10
477,20
478,2
479,2
480,23
481,13
482,23
483,5
484,2
485,6
486,0
487,8
488,1
489,24
490,20
491,1
492,12
493,0
494,18
495,21
496,24
497,24
498,22
499,8
500,7
501,1
502,13
503,22
504,6
505,12
506,12
507,4
508,1
509,24
510,1
511,1
512,8
513,21
514,17
515,15
516,5
517,15
518,23
519,12
520,8
521,0
522,13
523,18
524,4
525,12
526,23
527,5
528,8
529,6
530,23
531,13
532,23
533,18
534,12
535,14
536,6
537,18
538,4
539,23
540,3
541,11
542,11
543,5
544,0
545,6
546,15
547,12
548,23
549,16
550,8
551,14
552,2
553,12
554,20
555,17
556,6
557,2
558,12
559,14
560,8
561,5
562,19
563,4
564,18
565,18
566,17
567,3
568,4
569,18
570,16
571,13
572,10
573,17
574,0
575,7
576,20
577,12
578,4
579,23
580,8
581,1
582,12
583,22
584,10
585,2
586,17
587,23
588,7
589,23
590,8
591,8
592,2
593,2
594,11
595,2
596,12
597,16
598,4
599,22
600,0
601,6
602,0
603,23
604,4
