samp_id,label
1,6
2,5
3,10
4,0
5,23
6,24
7,21
8,14
9,23
10,7
11,8
12,8
13,17
14,12
15,6
16,4
17,1
18,0
19,7
20,7
21,2
22,8
23,21
24,4
25,21
26,15
27,6
28,15
29,7
30,1
31,7
32,13
33,13
34,19
35,21
36,21
37,0
38,3
39,16
40,14
41,8
42,23
43,8
44,7
45,14
46,5
47,21
48,4
49,19
50,0
51,20
52,22
53,10
54,5
55,16
56,16
57,24
58,4
59,7
60,22
61,17
62,0
63,23
64,22
65,2
66,17
67,22
68,4
69,12
70,4
71,20
72,14
73,15
74,4
75,23
76,20
77,15
78,23
79,2
80,2
81,22
82,2
83,7
84,21
85,23
86,7
87,0
88,21
89,8
90,5
91,2
92,1
93,7
94,23
95,13
96,1
97,0
98,0
99,19
100,24
101,8
102,4
103,2
104,20
105,16
106,1
107,15
108,5
109,6
110,14
111,12
112,1
113,0
114,24
115,2
116,23
117,6
118,24
119,12
120,8
121,4
122,16
123,16
124,14
125,12
126,8
127,6
128,21
129,12
130,15
131,11
132,21
133,2
134,17
135,23
136,23
137,4
138,24
139,22
140,17
141,15
142,12
143,7
144,22
145,21
146,6
147,1
148,23
149,17
150,5
151,4
152,21
153,24
154,21
155,5
156,23
157,2
158,21
159,7
160,5
161,14
162,21
163,8
164,12
165,12
166,23
167,13
168,23
169,7
170,8
171,13
172,18
173,18
174,16
175,3
176,10
177,16
178,16
179,17
180,1
181,13
182,16
183,24
184,23
185,2
186,7
187,16
188,18
189,1
190,0
191,23
192,3
193,0
194,7
195,0
196,15
197,13
198,5
199,11
200,1
201,7
202,7
203,16
204,10
205,23
206,0
207,8
208,23
209,20
210,14
211,3
212,16
213,14
214,13
215,12
216,6
217,3
218,15
219,4
220,10
221,4
222,15
223,5
224,16
225,24
226,1
227,2
228,8
229,21
230,18
231,18
232,19
233,6
234,21
235,5
236,1
237,21
238,7
239,23
240,24
241,10
242,3
243,19
244,18
245,15
246,22
247,15
248,4
249,10
250,22
251,16
252,1
253,24
254,12
255,24
256,1
257,22
258,19
259,18
260,23
261,10
262,13
263,24
264,13
265,16
266,8
267,19
268,22
269,14
270,14
271,23
272,8
273,20
274,24
275,7
276,4
277,20
278,6
279,0
280,15
281,6
282,14
283,6
284,24
285,19
286,14
287,12
288,8
289,21
290,10
291,6
292,1
293,24
294,1
295,10
296,6
297,23
298,12
299,7
300,8
301,6
302,13
303,2
304,4
305,1
306,4
307,4
308,8
309,24
310,0
311,0
312,0
313,21
314,21
315,17
316,16
317,2
318,23
319,14
320,3
321,7
322,12
323,2
324,5
325,1
326,21
327,21
328,14
329,24
330,18
331,7
332,3
333,1
334,7
335,10
336,16
337,12
338,3
339,13
340,19
341,20
342,4
343,1
344,8
345,21
346,20
347,12
348,15
349,7
350,4
351,1
352,24
353,6
354,16
355,13
356,15
357,13
358,1
359,4
360,19
361,24
362,24
363,12
364,20
365,1
366,6
367,21
368,23
369,23
370,23
371,6
372,15
373,23
374,23
375,14
376,24
377,23
378,15
379,10
380,24
381,13
382,7
383,21
384,12
385,13
386,0
387,23
388,21
389,5
390,17
391,4
392,24
393,22
394,14
395,14
396,8
397,11
398,20
399,7
400,0
401,22
402,8
403,7
404,4
405,17
406,12
407,4
408,1
409,11
410,14
411,20
412,21
413,23
414,12
415,24
416,11
417,1
418,20
419,22
420,7
421,11
422,1
423,15
424,18
425,24
426,8
427,0
428,7
429,19
430,7
431,22
432,16
433,1
434,2
435,14
436,21
437,12
438,12
439,1
440,15
441,22
442,7
443,17
444,15
445,19
446,13
447,5
448,22
449,1
450,12
451,8
452,24
453,5
454,18
455,22
456,13
457,7
458,21
459,18
460,11
461,6
462,21
463,3
464,12
465,0
466,4
467,1
468,6
469,19
470,17
471,16
472,13
473,0
474,20
475,6
476,20
477,21
478,2
479,2
480,6
481,0
482,23
483,5
484,2
485,13
486,0
487,15
488,1
489,21
490,21
491,1
492,12
493,0
494,19
495,24
496,24
497,24
498,22
499,24
500,7
501,1
502,13
503,22
504,23
505,0
506,18
507,13
508,1
509,24
510,1
511,1
512,8
513,24
514,10
515,15
516,5
517,15
518,23
519,12
520,18
521,0
522,4
523,18
524,4
525,4
526,23
527,5
528,8
529,7
530,23
531,16
532,23
533,7
534,4
535,14
536,19
537,18
538,4
539,23
540,3
541,11
542,11
543,5
544,0
545,6
546,15
547,18
548,19
549,13
550,8
551,14
552,2
553,16
554,21
555,20
556,13
557,2
558,12
559,7
560,15
561,5
562,19
563,4
564,12
565,7
566,20
567,10
568,4
569,17
570,16
571,13
572,23
573,17
574,0
575,7
576,21
577,12
578,4
579,23
580,18
581,1
582,14
583,22
584,24
585,6
586,22
587,23
588,7
589,23
590,18
591,18
592,11
593,2
594,23
595,2
596,4
597,16
598,4
599,22
600,0
601,6
602,0
603,23
604,4
