samp_id,label
1,6
2,5
3,10
4,0
5,3
6,22
7,17
8,14
9,3
10,7
11,8
12,8
13,22
14,12
15,7
16,4
17,22
18,0
19,7
20,7
21,2
22,0
23,21
24,8
25,17
26,15
27,2
28,15
29,7
30,20
31,7
32,8
33,13
34,19
35,3
36,8
37,0
38,3
39,18
40,14
41,15
42,15
43,8
44,15
45,14
46,5
47,1
48,12
49,6
50,13
51,20
52,22
53,17
54,5
55,23
56,16
57,22
58,2
59,7
60,1
61,20
62,13
63,11
64,21
65,2
66,10
67,20
68,4
69,18
70,12
71,20
72,6
73,15
74,4
75,3
76,20
77,15
78,11
79,2
80,2
81,17
82,2
83,7
84,21
85,23
86,7
87,0
88,17
89,8
90,14
91,2
92,1
93,7
94,2
95,8
96,5
97,0
98,0
99,19
100,21
101,8
102,12
103,2
104,20
105,16
106,1
107,15
108,14
109,2
110,6
111,13
112,5
113,0
114,24
115,2
116,7
117,0
118,24
119,16
120,6
121,4
122,8
123,8
124,12
125,18
126,8
127,6
128,21
129,4
130,15
131,11
132,21
133,2
134,15
135,23
136,23
137,4
138,22
139,22
140,20
141,15
142,18
143,7
144,17
145,21
146,6
147,12
148,6
149,17
150,5
151,4
152,21
153,3
154,21
155,14
156,11
157,2
158,17
159,7
160,5
161,14
162,21
163,8
164,18
165,23
166,23
167,13
168,20
169,6
170,8
171,21
172,15
173,12
174,16
175,3
176,17
177,18
178,6
179,22
180,1
181,0
182,16
183,24
184,23
185,2
186,7
187,24
188,6
189,1
190,0
191,23
192,17
193,0
194,15
195,0
196,15
197,13
198,5
199,16
200,3
201,7
202,7
203,8
204,10
205,23
206,0
207,8
208,6
209,17
210,14
211,3
212,7
213,2
214,18
215,3
216,7
217,3
218,15
219,12
220,22
221,12
222,15
223,5
224,6
225,10
226,1
227,2
228,15
229,17
230,16
231,12
232,6
233,5
234,19
235,5
236,20
237,21
238,8
239,23
240,24
241,22
242,7
243,19
244,12
245,20
246,20
247,15
248,4
249,22
250,21
251,16
252,1
253,24
254,12
255,24
256,1
257,22
258,19
259,12
260,15
261,10
262,12
263,3
264,0
265,16
266,8
267,19
268,20
269,14
270,7
271,20
272,8
273,20
274,24
275,7
276,4
277,16
278,6
279,4
280,15
281,21
282,14
283,6
284,24
285,6
286,2
287,12
288,18
289,21
290,20
291,6
292,1
293,24
294,20
295,20
296,2
297,23
298,12
299,15
300,8
301,7
302,13
303,2
304,8
305,1
306,4
307,4
308,8
309,22
310,0
311,0
312,0
313,21
314,17
315,22
316,23
317,2
318,23
319,14
320,3
321,15
322,0
323,2
324,5
325,5
326,21
327,21
328,14
329,15
330,13
331,7
332,3
333,1
334,7
335,20
336,8
337,4
338,3
339,13
340,19
341,20
342,12
343,1
344,8
345,3
346,20
347,18
348,15
349,6
350,4
351,1
352,24
353,2
354,8
355,4
356,6
357,6
358,20
359,4
360,7
361,24
362,8
363,12
364,20
365,1
366,6
367,21
368,23
369,11
370,23
371,2
372,15
373,3
374,23
375,14
376,24
377,19
378,8
379,22
380,8
381,12
382,7
383,21
384,23
385,18
386,0
387,3
388,20
389,5
390,17
391,4
392,3
393,20
394,14
395,6
396,8
397,2
398,20
399,7
400,12
401,22
402,0
403,7
404,4
405,10
406,12
407,4
408,1
409,11
410,14
411,20
412,21
413,3
414,13
415,24
416,11
417,1
418,22
419,22
420,7
421,11
422,1
423,15
424,10
425,24
426,6
427,0
428,7
429,19
430,7
431,22
432,18
433,20
434,2
435,14
436,20
437,12
438,23
439,1
440,15
441,22
442,6
443,22
444,15
445,6
446,18
447,5
448,16
449,1
450,4
451,18
452,24
453,14
454,18
455,21
456,12
457,7
458,21
459,10
460,11
461,7
462,3
463,17
464,4
465,0
466,4
467,22
468,6
469,19
470,10
471,16
472,12
473,0
474,20
475,0
476,17
477,21
478,2
479,2
480,19
481,13
482,23
483,5
484,2
485,6
486,0
487,15
488,10
489,17
490,21
491,1
492,4
493,0
494,12
495,22
496,6
497,24
498,22
499,24
500,7
501,1
502,0
503,22
504,6
505,0
506,21
507,21
508,1
509,24
510,1
511,10
512,8
513,22
514,20
515,15
516,5
517,15
518,22
519,12
520,8
521,8
522,4
523,13
524,4
525,16
526,23
527,5
528,8
529,7
530,23
531,21
532,22
533,15
534,0
535,14
536,19
537,13
538,4
539,13
540,3
541,11
542,11
543,3
544,4
545,6
546,22
547,21
548,6
549,12
550,8
551,2
552,2
553,3
554,21
555,20
556,6
557,2
558,18
559,7
560,22
561,5
562,19
563,4
564,18
565,15
566,20
567,20
568,4
569,15
570,16
571,0
572,16
573,17
574,0
575,7
576,21
577,12
578,4
579,15
580,6
581,1
582,6
583,22
584,10
585,0
586,20
587,22
588,7
589,23
590,6
591,6
592,2
593,2
594,11
595,5
596,12
597,16
598,4
599,22
600,0
601,6
602,4
603,23
604,4
